"1=Left-Cerebellum-Cortex","2=Left-Thalamus-Proper","3=Left-Caudate","4=Left-Putamen","5=Left-Pallidum","6=Left-Hippocampus","7=Left-Amygdala","8=Left-Accumbens-area","9=Left-VentralDC","10=Right-Cerebellum-Cortex","11=Right-Thalamus-Proper","12=Right-Caudate","13=Right-Putamen","14=Right-Pallidum","15=Right-Hippocampus","16=Right-Amygdala","17=Right-Accumbens-area","18=Right-VentralDC","19=ctx-lh-bankssts","20=ctx-lh-caudalanteriorcingulate","21=ctx-lh-caudalmiddlefrontal","22=ctx-lh-cuneus","23=ctx-lh-entorhinal","24=ctx-lh-fusiform","25=ctx-lh-inferiorparietal","26=ctx-lh-inferiortemporal","27=ctx-lh-isthmuscingulate","28=ctx-lh-lateraloccipital","29=ctx-lh-lateralorbitofrontal","30=ctx-lh-lingual","31=ctx-lh-medialorbitofrontal","32=ctx-lh-middletemporal","33=ctx-lh-parahippocampal","34=ctx-lh-paracentral","35=ctx-lh-parsopercularis","36=ctx-lh-parsorbitalis","37=ctx-lh-parstriangularis","38=ctx-lh-pericalcarine","39=ctx-lh-postcentral","40=ctx-lh-posteriorcingulate","41=ctx-lh-precentral","42=ctx-lh-precuneus","43=ctx-lh-rostralanteriorcingulate","44=ctx-lh-rostralmiddlefrontal","45=ctx-lh-superiorfrontal","46=ctx-lh-superiorparietal","47=ctx-lh-superiortemporal","48=ctx-lh-supramarginal","49=ctx-lh-frontalpole","50=ctx-lh-temporalpole","51=ctx-lh-transversetemporal","52=ctx-lh-insula","53=ctx-rh-bankssts","54=ctx-rh-caudalanteriorcingulate","55=ctx-rh-caudalmiddlefrontal","56=ctx-rh-cuneus","57=ctx-rh-entorhinal","58=ctx-rh-fusiform","59=ctx-rh-inferiorparietal","60=ctx-rh-inferiortemporal","61=ctx-rh-isthmuscingulate","62=ctx-rh-lateraloccipital","63=ctx-rh-lateralorbitofrontal","64=ctx-rh-lingual","65=ctx-rh-medialorbitofrontal","66=ctx-rh-middletemporal","67=ctx-rh-parahippocampal","68=ctx-rh-paracentral","69=ctx-rh-parsopercularis","70=ctx-rh-parsorbitalis","71=ctx-rh-parstriangularis","72=ctx-rh-pericalcarine","73=ctx-rh-postcentral","74=ctx-rh-posteriorcingulate","75=ctx-rh-precentral","76=ctx-rh-precuneus","77=ctx-rh-rostralanteriorcingulate","78=ctx-rh-rostralmiddlefrontal","79=ctx-rh-superiorfrontal","80=ctx-rh-superiorparietal","81=ctx-rh-superiortemporal","82=ctx-rh-supramarginal","83=ctx-rh-frontalpole","84=ctx-rh-temporalpole","85=ctx-rh-transversetemporal","86=ctx-rh-insula"
1.30246504931711,0.746779086766765,1.31899429042824,1.37704128655605,0.368255657027476,1.62212782283314,1.29965647764038,0.482634930231143,0.327493175514974,1.22617031959817,0.909607225796208,1.34125125018181,1.43339852138888,0.307784747390542,1.70431739080232,1.25712543376721,0.466082652739715,0.331385584082454,3.23198437830433,2.32038244162686,3.76866495632567,4.60894345352426,0.462291616771836,2.72907445626333,4.97609269432724,2.57885685085785,3.44601416931255,2.60730510845315,1.64728285511956,4.4764826647006,2.64612144092098,4.56462949840352,1.62575350754196,2.81408470775932,3.70970035297796,3.29624638217501,3.74365688418038,3.76331242453307,4.36018839548342,1.8593774617184,4.43184563051909,4.04570630379021,2.14670743758325,2.94967380608432,3.18525195354596,3.81820240197703,3.64871116727591,3.87278052279726,1.58198774792254,1.46368398424238,2.21615326800384,3.17624102928676,2.7106687593041,2.31746539892629,3.23500140220858,4.59517356613651,0.388587109162472,3.00035038590431,4.20424136845395,2.09512064245064,3.26378724211827,2.65489240759052,1.47690005536424,4.61500876583159,2.67145804991014,4.16557352105156,1.54996854416095,2.98821196332574,3.65197911020368,3.14816520339809,3.31721676536836,3.85636761784554,4.42928849090822,2.11077618785203,4.68247534986585,3.80726754351053,1.77362386760069,3.31100230896845,2.55047817691229,4.280567901209,3.50405299291015,4.45246311370283,1.56153516168706,1.34360233077314,2.00125014665537,3.34744586661691
1.10166971036233,0.632545571774244,1.27777956239879,1.35316408029757,0.352543234068435,1.74960224761162,1.27163803472649,0.499680305656511,0.307102616410702,1.07103335042484,0.758118309313431,1.27636626595631,1.35776244057342,0.277967541187536,1.86317310994491,1.22598423506133,0.480660860892385,0.318654550355859,3.06159849732649,2.38703694473952,3.66865346662235,4.46988320350647,0.444833206536714,2.53163832519203,4.96386694302782,2.58571932301857,3.59141074860236,2.56136872153729,1.69769659568556,4.18426557071507,2.69811067753471,4.53414698503911,1.66419562045485,2.6132492471952,3.78779163048603,3.33505418337882,3.74196451716125,3.54469704511575,4.15417116251774,1.7336455869372,4.46365065569989,4.14514245744795,2.21527080563828,2.80914029059932,3.18318038689904,3.94832079391927,3.45079971797531,3.91077549126931,1.60506730544148,1.39740517898463,2.15004763787147,3.18912628362887,2.50718668365153,2.38931576441973,3.25661633838899,4.45242013735697,0.411080074030906,2.78104377235286,4.44441464915872,2.05329115525819,3.37758321524598,2.69421784067526,1.41646358044818,4.34242064412683,2.82036187825724,4.3501987461932,1.53824288607575,2.82188687147573,3.53591181454249,3.22751226625405,3.25063020829111,3.68798394454643,4.21957630338147,2.00911478837952,4.70544886030257,3.96434159670025,1.88813890953315,3.25968200806528,2.78214148059487,4.08141155634075,3.28218649677001,4.40161430765875,1.80109925428405,1.32612440735102,1.96105808787979,3.33202827582136
1.22046591481194,0.744460295652971,1.33521570917219,1.38183662248775,0.369970734813251,1.7398633507546,1.32746497774497,0.475293865893036,0.337878829566762,1.153703086311,0.8635282011237,1.35340568143874,1.40420803287998,0.318551232863683,1.85420455224812,1.28374822903425,0.458449094003299,0.35275029274635,3.06767717981711,2.35551387257874,3.73901137616485,4.52801820356399,0.447573975514388,2.67762816091999,4.96299745095894,2.51386569626629,3.62629185197875,2.52696524001658,1.66730463539716,4.34770869999193,2.74097579601221,4.51967165619135,1.68692552312859,2.67999618221074,3.72459059068933,3.26070161536336,3.64793747337535,3.63032501167618,4.2026140561793,1.85452139447443,4.38526077801362,4.20151566993445,2.14919454825576,2.94102664291859,3.0885652389843,3.88092685304582,3.54548636521213,3.84372121165507,1.54699121927842,1.43838810489979,2.26709053851664,3.21159930038266,2.63728910963982,2.38864256255329,3.17594687757082,4.51122287660837,0.416808325215243,2.92087501380593,4.42485547251999,2.11089536640793,3.44383833720349,2.6402080100961,1.41934524214594,4.47435935540125,2.80518969101831,4.2346374085173,1.59609314845875,2.9112960100174,3.60158836795017,3.17079300875776,3.33117128862068,3.75050259241834,4.26126967277378,2.09118134039454,4.69731186237186,3.97878079628572,1.84472351637669,3.25295753125101,2.6830350686796,4.13355288095772,3.42990936664864,4.40734744211659,1.67072347737849,1.35020227811765,2.05623255181126,3.36741359563894
1.20418582321145,0.635382325388491,1.35247725318186,1.3271025638096,0.387552430620417,1.67173114884645,1.31056499597616,0.47777887218399,0.286831545177847,1.19963905506302,0.743231058935635,1.36055088276044,1.36421530297957,0.271401587640867,1.8166572235059,1.30961991194636,0.468089355621487,0.290220419177786,3.09287796216086,2.25524296867661,3.56937829684466,4.60040691215545,0.471120662521571,2.54249106347561,4.79724128032103,2.43557898583822,3.46872263785917,2.56776759261265,1.62451777793467,4.32074812031351,2.668913672911,4.37070426903665,1.52784242690541,2.85383229143918,3.76162163796835,3.24280644394457,3.72068290633615,3.66142456280068,4.48677574959584,1.75393186369911,4.64039729489014,3.98201990919188,2.15574071893934,2.97457243432291,3.06328588700853,4.08248118450865,3.57073700474575,3.94285463658161,1.51384619018063,1.43115061055869,2.16446079569869,3.16799636639189,2.64292399448459,2.20610859582666,3.14801713294582,4.62923354236409,0.421634845522931,2.83346790727228,4.30212512472644,2.00591135164723,3.28059624438174,2.69362262496725,1.44173148734262,4.47917060519103,2.71999221295118,4.14878291636705,1.4599242862314,3.06444579176605,3.63705660868436,3.20634281612001,3.24904214404523,3.80021161329933,4.57248484808952,1.99637128226459,4.8842301745899,3.80601255735382,1.83484845759813,3.26617225189693,2.63372643105686,4.38007818721235,3.46128470660187,4.45383350085467,1.66779484087601,1.31024815968703,1.98929628892802,3.3234234417323
1.18050542101264,0.648472954868339,1.30081401835196,1.32321661664173,0.344823493622243,1.62793867569417,1.25116238655755,0.451252719154581,0.314007437555119,1.13196890451945,0.795402814168483,1.3094772445038,1.33187765191542,0.292536154796835,1.73524637520313,1.20154706540052,0.436020687993732,0.309801401221193,2.88941375399008,2.29167295666412,3.6845026598312,4.64985005557537,0.429870593041414,2.64776084199548,4.8542296634987,2.40671608480625,3.45485000405461,2.48909455537796,1.61215545795858,4.41522625263315,2.61638230306562,4.36672509554774,1.59402556398709,2.64672285690904,3.62808114453219,3.14347170444671,3.56851306324825,3.6634008330293,4.28287503623869,1.79742725705728,4.32503436488332,4.0519022209337,2.02185737330001,2.87461259542033,3.00910407854826,3.81089279893786,3.38734295556787,3.69472026440781,1.63243712019175,1.33182552887592,2.08087450964376,3.06106899841689,2.39200513949618,2.25178604386747,3.12316366308369,4.64466836908832,0.373238479485735,2.9006487778388,4.26876240363345,1.92497319774702,3.24593168240972,2.55901400838047,1.39950401685201,4.5513142501004,2.65312483534217,4.01117767952383,1.55197598529048,2.85565609112382,3.45299625606276,3.06870779278688,3.15985330811236,3.78429409512319,4.34295701992232,2.0687652840279,4.61258581932634,3.848608646309,1.70539013564121,3.25259296689183,2.50032900692895,4.1720050573349,3.30366376903839,4.22424944723025,1.70118501130491,1.23187327873893,1.88429961865768,3.19463397259824
1.09309795917943,0.594425088725984,1.27661775168963,1.34328545583412,0.353720276645618,1.73961754888296,1.2491839597933,0.480166143097449,0.288947904249653,1.08397260960191,0.698376653948799,1.27634808514267,1.34726449893788,0.289512304239906,1.83867274411023,1.21502558211796,0.463296296773478,0.269719534553587,2.92828434915282,2.3697758334456,3.67053971532732,4.54666809830815,0.453734028633335,2.52739217923954,4.89946095598862,2.40800557192415,3.56840892951004,2.45850770035759,1.66495214123279,4.28234155685641,2.68269364349544,4.44371113739908,1.64504471165128,2.52781011164188,3.72913495195098,3.24452791304793,3.62150862242561,3.6296460526064,4.12154637463391,1.78057987522334,4.41868188837543,4.17404106189497,2.08114884587121,2.74632095568813,3.10159171011765,3.82017446216196,3.4205597746186,3.88154011184815,1.61918391217478,1.36713949916884,2.0747151998803,3.10624115262181,2.47126637841575,2.36666502198204,3.11202670820057,4.53176892828196,0.412509799352847,2.80402687191963,4.37799521861598,1.95518382033333,3.36445259000175,2.62050412828103,1.39983754215064,4.43773700529709,2.69194911979139,4.22939768433571,1.54033690295182,2.76360395830125,3.50135236117058,3.18954602535814,3.14806180866435,3.77273332863115,4.22139257984236,2.01179148280062,4.70644851913676,3.92734636273235,1.74456838029437,3.15144213382155,2.67268556240015,4.10954808059614,3.35602700989693,4.4028768397402,1.86576099532249,1.25334488553926,1.90018811356276,3.27080349181779
1.23112421715632,0.647594793466851,1.29429106041789,1.33928153652232,0.343563795089722,1.76292129629292,1.28839448373765,0.453305190254468,0.272089109523222,1.1936918059364,0.773735754424706,1.29411081597209,1.34581717592664,0.277053277124651,1.87299280334264,1.26308336528018,0.418594633112662,0.270590225845808,2.93831212306395,2.24846181739122,3.63586199376732,4.67910829931498,0.47245191433467,2.73451289953664,5.00160181522369,2.48830461548641,3.64211201271974,2.51033812668175,1.61876179440878,4.41404738044366,2.6552494764328,4.48043236415833,1.66853917040862,2.64920021872967,3.66654960415326,3.17139636236243,3.56061060447246,3.74638341809623,4.24498037621379,1.75769065707573,4.45698948251083,4.18429386662319,2.07940172031522,2.85138153261505,2.99469404330011,3.93817097041756,3.48199498013128,3.86621268698946,1.61132275685668,1.36306219198741,2.10474165808409,3.05854860227555,2.55487095023273,2.26315627386793,2.98055876884609,4.67282714182511,0.435106047138106,3.01844157557935,4.410929068923,1.95140527770855,3.43404201418161,2.62607995793223,1.29976987751434,4.56346690095961,2.70864443480968,4.1735991211608,1.61128721293062,2.86994404857978,3.48823367711157,2.97504519950598,3.08905203663744,3.84703444084153,4.3300634296611,1.9883354823105,4.78676913306117,3.9941762778908,1.70588688808493,3.11109848984051,2.56797348184045,4.23493262194097,3.41899710241705,4.4517737601418,1.68402795877773,1.27122114528902,1.89966489071958,3.20706877135672
1.28789176372811,0.682600992266089,1.35924354731105,1.33889244473539,0.333773007441778,1.78827065369114,1.32724292908097,0.451697228651028,0.305886614369228,1.15965852094814,0.814111225539818,1.36873514857143,1.34182929084636,0.290219331625849,1.88955882424489,1.29502141615376,0.43432106875116,0.304631297185551,3.04399587260559,2.29203331875033,3.65059183584526,4.69528229022399,0.461613003441016,2.65624631009996,4.90097372420132,2.37094961409457,3.56610883027315,2.46479073353112,1.55408775666729,4.45600539422594,2.5694035035558,4.35236992873251,1.6387658744934,2.80095854401588,3.59571776213124,3.12928939657286,3.55152699351311,3.72171323886141,4.49740442447364,1.86162199755199,4.53389995358884,4.15744827850722,2.08518648752943,2.80497123277746,3.02692745067179,4.04788922588341,3.56661697570235,3.77431229362264,1.5451949252747,1.41913762316108,2.18211087328382,3.03647392056882,2.55142005567905,2.28592142276466,3.05369471595623,4.68533808318898,0.409871891257353,2.99382261745632,4.26885403832421,1.94471804588102,3.3492462025024,2.55956949386746,1.27367367997067,4.6136393880879,2.57411667890847,4.0852952664718,1.51912995066959,3.02470292057842,3.42681654472835,2.99744076095521,3.07092257472686,3.84242952405475,4.54115229775198,2.07122191227973,4.84541298775002,3.92087175184861,1.76063537027221,3.12605944735697,2.54974285536446,4.33689946541563,3.50403327739332,4.33487695851363,1.7070668166707,1.26036833308171,1.92451182892546,3.17563194036484
1.10263543692417,0.747550775296986,1.37075665593147,1.45438670784642,0.406309931713622,1.71732375607826,1.32589614711469,0.535857015114743,0.351194360409863,1.1216484955512,0.853835485409945,1.41751789324917,1.50877271371428,0.336678420659155,1.8134163923678,1.29680221551098,0.533565868157893,0.359936541353818,3.15110836853273,2.46183918206953,3.82616036583204,4.58230373822153,0.492913843481801,2.74244407564402,5.01717142947018,2.59388194559142,3.64987064700108,2.6592678502202,1.76783982675988,4.43684388441034,2.7793666117359,4.6184878051281,1.68667581502814,2.73948974488303,3.8209914136678,3.40493616031017,3.77401694629225,3.75946445041336,4.23420058889315,1.88456298178062,4.51785581174772,4.18640482192859,2.32617441378534,3.04707841598429,3.22682682947197,3.99799033999443,3.63576711795758,4.00368989631534,1.54777816921705,1.53548898326699,2.32624008791754,3.33619754813844,2.7747979272317,2.43688812572509,3.35936094587669,4.5800801506266,0.44166825076536,3.03374163480476,4.29848292656243,2.19411839009263,3.44953336380422,2.73812807770446,1.54378952126717,4.54987454134971,2.88283214718103,4.39021687023342,1.58971038158052,2.92456798721105,3.83099719602615,3.28864861186594,3.45760445739143,3.81831272365525,4.35937856871169,2.12110329070129,4.74389015417546,3.97724443394691,1.96786640805658,3.29104181868024,2.73266154900193,4.39545934833586,3.5912811786402,4.53946472029202,1.67180487664882,1.42926588791306,2.149831916322,3.47176454565488
1.2022572287824,0.620869144331664,1.27416529483162,1.31162827310618,0.342671618738677,1.78754256980028,1.31101631140336,0.476619361026678,0.289510094095021,1.12310747196898,0.727380076888949,1.28354689339176,1.3170034843497,0.275007934309542,1.92196138901636,1.28621536015999,0.452741769724526,0.293680476897862,2.84996631834656,2.29363982006907,3.59425744926557,4.65659694001079,0.454553296556696,2.65590098686516,4.99488097708672,2.45526438963134,3.64360579289496,2.51221023127437,1.64103277400136,4.36840075440705,2.7931195058045,4.53124204324558,1.64073227974586,2.56940120738,3.60467241168953,3.17391012061853,3.55005442211404,3.65589953679591,4.27730958035681,1.75792760186596,4.42864572885446,4.22445641364902,2.24787830957212,2.90973907732405,3.01782090798952,4.09156658872962,3.33929696044652,3.83397085452452,1.61970983189531,1.43120431667194,1.99004251440056,3.09383541578427,2.47213657561952,2.35187877039425,3.05699710221961,4.66675892146304,0.436044923619193,2.96065459772944,4.34648937825114,1.92345375288278,3.41975241876207,2.77718279976398,1.40062642400153,4.5482215648517,2.91716899862513,4.34399478137493,1.55021817283705,2.79223363567144,3.5202125152573,3.06176546728238,3.22051004029345,3.7984128636308,4.33315785042942,2.00369646819308,4.78857817035168,3.99263434391469,1.82366897142492,3.17371005704626,2.71428844938055,4.36030697682872,3.29179327655584,4.45376827567816,1.70998926414177,1.34368139703292,1.81596924003679,3.25277122040279
